"Map","ID","Username","Date","Time","Quote","Hero","Game","Player.Title","Spotted.by","Notes","Year","Month","Day","Hour","Minute","Map.Type"
"Route 66",582,"Jaitoko",2023-12-29,15:12:00,"""i'm going to forcefeed junker queen her vegetables.""","Junker Queen","Overwatch","Peasant","Vixx","",2023,"Dec","Fri",15,"12","Payload"
"Route 66",216,"AlmightyTJDR",2023-06-16,13:06:00,NA,"Rammatra","Overwatch","Stalwart Hero","Richard","ram on route 66 got rolled",2023,"Jun","Fri",13,"06","Payload"
"Route 66",715,"JVR",2024-02-07,07:46:00,"N/A","Ana","Overwatch","Mortal","Seb","QP Oni icon Endorsement 2 private profile",2024,"Feb","Wed",7,"46","Payload"
"Route 66",289,"MJZ750",2023-09-30,17:46:00,"""you would never catch a jew driving a white suv"" ""i hate some people""","N/A","Overwatch","Scholar","Richard","Route 66, 2nd 2023-11-13, 3rd 2023-12-02",2023,"Sep","Sat",17,"46","Payload"
"Route 66",508,"Jnice17",2023-12-14,05:03:00,"""they are no longer with us"" ""circumstances of the disappearance are unclear"" ","N/A","Overwatch","Stalwart Hero","Seb","Stalwart hero, dps, route 66",2023,"Dec","Thu",5,"03","Payload"
"Route 66",1035,"AREJAY",2024-08-08,15:31:00,"N/A","Reinhardt","Overwatch","N/A","Richard","SPELLING UNCONFIRMED Infection Custom",2024,"Aug","Thu",15,"31","Payload"
"Route 66",286,"hiimjaysun",2023-09-29,18:25:00,"""it's too lit""","N/A","Overwatch","N/A","Basileus","New Junk City",2023,"Sep","Fri",18,"25","Payload"
"Route 66",1010,"JRom",2024-08-01,09:31:00,"""hello!"" ""no, you followed up on my dives and made great calls i definitely got carried ""ditto"" ""we got rid of some ults"" ""gg i got carried well played""","Winston","Overwatch","All-Star","Seb","Friendly Jay QP Snowman icon Endorsement 3 Queen Cobra namecard private profile",2024,"Aug","Thu",9,"31","Payload"
"Route 66",623,"jtb184",2024-01-10,05:44:00,"N/A","Junkrat","Overwatch","N/A","Seb","Queue Skirmish Victorian Hat icon Endorsement 1 private profile",2024,"Jan","Wed",5,"44","Payload"
"Route 66",647,"zJikoZ",2024-01-15,14:19:00,"""most people just say z- jikoz"" ""or u can just say jiko""","Ana, Kiriko","Overwatch","Netbreaker","Josiad","ZJay variant? Lifeweaver icon Endorsement 3 Northern Dreams namecard private profile",2024,"Jan","Mon",14,"19","Payload"
"Route 66",666,"JRMARTE",2024-01-19,15:51:00,"N/A","Winston, D.Va, Mauga","Overwatch","Neogun","Josiad","Overwatch Dark Icon Endorsement 3 private profile",2024,"Jan","Fri",15,"51","Payload"
"Route 66",168,"JKiwi",2023-05-14,11:28:00,NA,"N/A","Overwatch","None","Richard","Route 66",2023,"May","Sun",11,"28","Payload"
"Route 66",1232,"HereticalJ",2024-11-23,16:07:00,"N/A","Ashe","Overwatch","World Eater","Josiad","",2024,"Nov","Sat",16,"07","Payload"
"Route 66",804,"smashboyj",2024-03-29,06:18:00,"""No food or movies? Im outta here, I like running better...""","Venture","Overwatch","Titan","Richard","Top 138 Tank, M4 dps, GM5 support. Lvl 17 Echo, Lvl 19 sigma, Lvl 19 Winston. OW1 rank 17 plat star. OW2 level 624. 2141 competitive hours. Level 3 endorsement.",2024,"Mar","Fri",6,"18","Payload"
"Route 66",418,"JJMLF",2023-11-22,04:08:00,"""hiiii ❤❤❤""","N/A","Overwatch","Oracle","Seb","Support, Oracle, Route 66",2023,"Nov","Wed",4,"08","Payload"
"Runasapi",1041,"JoshuawithJFK",2024-08-11,08:30:00,"N/A","N/A","Overwatch","Minion","Richard","Spectator Jay Anniversary 2018 icon Endorsement 4 Zero to Sixty namecard plat 5 Tank diamond 4 Damage plat 2 Support Zen main",2024,"Aug","Sun",8,"30","Push"
"Runasapi",1174,"HJDESTROYER7",2024-09-23,17:20:00,"N/A","Lucio","Overwatch","Unrelenting Hero","Richard","Competitive open queue",2024,"Sep","Mon",17,"20","Push"
"Runasapi",1034,"JJOSIAH",2024-08-08,14:59:00,"N/A","Rammatra","Overwatch","Decepticon Gladiator","Richard","SPELLING UNCONFIRMED Custom ",2024,"Aug","Thu",14,"59","Push"
"Runasapi",950,"AJTKDBB7",2024-06-21,17:57:00,"N/A","Mauga","Overwatch","N/A","Seb","Candy Clicker RPG Custom Ashe Silhouette icon Endorsement 4 Quest Board namecard private profile",2024,"Jun","Fri",17,"57","Push"
"Runasapi",1151,"JVN",2024-09-16,17:23:00,"""5"" ""minimum""","Tracer","Overwatch","Extraterrestrial","Richard","Skirmish, lvl 423",2024,"Sep","Mon",17,"23","Push"
"Runasapi",1152,"Jjodi",2024-09-16,17:41:00,"""hellohello""","Widowmaker","Overwatch","Streetrunner","Richard","sweaty game",2024,"Sep","Mon",17,"41","Push"
"Samoa",793,"mjbaker1",2024-03-21,18:31:00,"N/A","D.Va","Overwatch","Stalwart Hero","Seb","Queue DM Anniversary 2017 icon Endorsement 2 private profile",2024,"Mar","Thu",18,"31","Control"
"Samoa",395,"JAYCEY",2023-11-16,16:08:00,"""nope""","N/A","Overwatch","Sentinel of Hades","Seb","Sentinel of Hades, Samoa, Mystery heroes 2nd 2023-12-14",2023,"Nov","Thu",16,"08","Control"
"Samoa",866,"jbuff33",2024-05-04,14:06:00,"""some succeed and some dominate"" ""he is chat banned for slurs""","Moira","Overwatch","Top 500 Role Challenger","Richard","QP",2024,"May","Sat",14,"06","Control"
"Samoa",895,"JDubs",2024-05-28,05:47:00,"N/A","N/A","Overwatch","Extraterrestrial","Seb","AFK Jay QP Cybermari icon Endorsement 4 Broken Planet namecard private profile",2024,"May","Tue",5,"47","Control"
"Samoa",1210,"jGALLO",2024-11-03,07:48:00,"""mobsters under the lion statue""","Moira","Overwatch","None","Richard","",2024,"Nov","Sun",7,"48","Control"
"Samoa",1147,"Jaynautius",2024-09-16,16:45:00,"N/A","Cassidy","Overwatch","Treasure Goblin","Richard","3x jay spotting",2024,"Sep","Mon",16,"45","Control"
"Samoa",317,"JRH017",2023-10-13,12:39:00,NA,"Widowmaker","Overwatch","Platinum Role Challenger","Seb","Plat role challenger, widow",2023,"Oct","Fri",12,"39","Control"
"Samoa",552,"CJay99",2023-12-24,06:10:00,"N/A","Roadhog","Overwatch","Unrelenting Hero","Seb","2nd sighting 2024-06-10 Route 66",2023,"Dec","Sun",6,"10","Control"
"Samoa",661,"JayBeast",2024-01-17,15:46:00,"N/A","Junkrat, Symmetra, Tracer","Overwatch","N/A","Seb","Yache Fighting icon Endorsement 1 Mumen Rider - Soldier: 76 namecard private profile",2024,"Jan","Wed",15,"46","Control"
"Samoa",872,"JNPWSFW",2024-05-06,17:55:00,"""healers diff HUGE diff"" ""eat it learn how to heal as bap]""","Genji","Overwatch","N/A","Seb","Quickplay",2024,"May","Mon",17,"55","Control"
"Samoa",1183,"Jayman",2024-09-26,15:41:00,"N/A","Soldier","Overwatch","None","Richard","Skirmish",2024,"Sep","Thu",15,"41","Control"
"Samoa",331,"Jaycee",2023-10-20,14:31:00,"""you do not""","Reinhardt","Overwatch","Scholar","Seb","Rein player, scholar nametag",2023,"Oct","Fri",14,"31","Control"
"Samoa",989,"jrempe78",2024-07-18,05:45:00,"N/A","Sojourn","Overwatch","N/A","Seb","Queue Skirmish Overwatch Dark icon Endorsement 1 private profile",2024,"Jul","Thu",5,"45","Control"
"Samoa",710,"JGunner",2024-02-06,10:05:00,"N/A","Zarya, Ashe, Mercy, Wrecking Ball ","Overwatch","N/A","Seb","MH Happy Squid icon Endorsement 3 Mumen Rider - Soldier: 76 namecard private profile",2024,"Feb","Tue",10,"05","Control"
"Samoa",316,"fjdiaz",2023-10-13,12:39:00,"""wait hold on guys this game mode is literally grimace ohio skibidi toilet and duke dennis did you pray today gyat level 3 gyat rizz.""","N/A","Overwatch","N/A","Seb","????",2023,"Oct","Fri",12,"39","Control"
"Samoa",828,"SOLRJ",2024-04-09,13:43:00,"N/A","Ana","Overwatch","Medic","Vixx","SPELLING UNCONFIRMED QP",2024,"Apr","Tue",13,"43","Control"
"Samoa",723,"Godlyjr",2024-02-09,15:57:00,"N/A","Lifeweaver","Overwatch","Peasant","Seb","QP Archives 2019 icon Endorsement 4 Concert Clash namecard private profile",2024,"Feb","Fri",15,"57","Control"
"Samoa",1233,"IbelonginJL",2024-11-25,19:15:00,"N/A","Tracer","Overwatch","Hashimoto Goon","Seb","Private profile",2024,"Nov","Mon",19,"15","Control"
"Samoa",948,"jdogw",2024-06-20,09:55:00,"N/A","Illari","Overwatch","N/A","Seb","Skirmish Cute Genji icon Endorsement 2 Sakura namecard private profile",2024,"Jun","Thu",9,"55","Control"
"Shambali Monastery",275,"JSPASHMAN",2023-09-21,16:10:00,NA,"N/A","Overwatch","Subjugator","Seb","Shambali, Subjugator",2023,"Sep","Thu",16,"10","Payload"
"Shambali Monastery",1155,"jay",2024-09-18,12:35:00,"N/A","N/A","Overwatch","None","Richard","Fresh account, lvl 15, cassidy player",2024,"Sep","Wed",12,"35","Payload"
"Shambali Monastery",1081,"TabbyJ",2024-08-24,13:23:00,"N/A","Tracer","Overwatch","Trickster","Richard","QP Diving icon Endorsement 5 Cassia namecard Ana main",2024,"Aug","Sat",13,"23","Payload"
"Shambali Monastery",408,"jzrky",2023-11-21,07:32:00,"""what does that even mean""","N/A","Overwatch","None","Seb","Shambali, DPS, no name tag",2023,"Nov","Tue",7,"32","Payload"
"Shambali Monastery",120,"SJK",2023-03-21,10:12:00,NA,"N/A","Overwatch","None","Richard","Shambali",2023,"Mar","Tue",10,"12","Payload"
"Shambali Monastery",518,"jayy",2023-12-15,15:11:00,"""these bitches tryna make you think u need them, when they NEED you""","N/A","Overwatch","N/A","Basileus","Redpilled Jay",2023,"Dec","Fri",15,"11","Payload"
"Shambali Monastery",1013,"JJ98765",2024-08-02,18:00:00,"N/A","Doomfist","Overwatch","Retro Hero","Seb","Doomfist Parkour Custom United States of America icon Endorsement 5 Ana - Tier 2 namecard Ana main",2024,"Aug","Fri",18,"00","Payload"
"Shambali Monastery",127,"Jay",2023-03-24,17:40:00,"""no im a virgin and i play valorant"" ""yup that's me"" ""strawberry""","N/A","Overwatch","Streetrunner","Richard","Claims not to be any of the preceding jays, 2nd 2023-09-07, 3rd 2024-08-11. Codeword ""Strawberry"" to identify.",2023,"Mar","Fri",17,"40","Payload"
"Shambali Monastery",461,"SchilzyJ",2023-11-30,12:19:00,"""ns mAN""","Ashe","Overwatch","None","Richard","no name tag, ashe, shambali monastery",2023,"Nov","Thu",12,"19","Payload"
"Shambali Monastery",835,"JTDoggzone",2024-04-14,04:15:00,"N/A","Hanzo","Overwatch","Sage","Vixx","Role QP",2024,"Apr","Sun",4,"15","Payload"
"Shambali Monastery",865,"Ljzim",2024-05-04,08:11:00,"N/A","Mercy","Overwatch","Genji's Peace","Vixx","Role QP Witch icon Deathly Blossom namecard",2024,"May","Sat",8,"11","Payload"
"Shambali Monastery",658,"Jaeblood",2024-01-17,05:38:00,"""so thirsty lol :) haha"" ""gg""","Widowmaker, Soldier: 76, Torbjörn","Overwatch","Slicer","Seb","MH Reaping General icon Endorsement 5 Broken Planet namecard",2024,"Jan","Wed",5,"38","Payload"
"Shambali Monastery",1132,"oJayGo",2024-09-15,07:05:00,"""ORISA?"" ""Sebbo is chunking heals up your rears lol"" ""yes no problem""","Doomfist","Overwatch","None","Seb","Nice Jay QP Anubis Reaper icon Endorsement 2 Oni Ana namecard private profile",2024,"Sep","Sun",7,"05","Payload"
"Shambali Monastery",746,"Jmaster",2024-02-25,14:39:00,"""yes my alt"" ","Genji","Overwatch","Neogun","Richard","Possible alt of jaymastermtd",2024,"Feb","Sun",14,"39","Payload"
"Shambali Monastery",636,"deejsquared",2024-01-12,11:48:00,"N/A","Soldier: 76","Overwatch","Streetrunner","Seb","Open Queue Rainbow icon Endorsement 2 Bug Hero namecard private profile",2024,"Jan","Fri",11,"48","Payload"
"Shambali Monastery",543,"Jsplashman",2023-12-20,16:25:00,"“Kid got beat by his parents for getting a bad grade so he took it out on us”","Cassidy","Overwatch","N/A","Seb","",2023,"Dec","Wed",16,"25","Payload"
"Shambali Monastery",276,"AJZAT",2023-09-21,16:10:00,NA,"N/A","Overwatch","None","Seb","Shambali, no nametag",2023,"Sep","Thu",16,"10","Payload"
"Shambali Monastery",607,"MJlonegun",2024-01-04,16:00:00,"""I'm so old it's my initials haha""","Hanzo","Overwatch","Star Pilot","Seb","Queue Skirmish",2024,"Jan","Thu",16,"00","Payload"
"Shambali Monastery",246,"EMERALDDJJ",2023-08-07,13:35:00,NA,"N/A","Overwatch","Streetrunner","Vixx","Shambali, Street runner",2023,"Aug","Mon",13,"35","Payload"
"Shambali Monastery",1228,"tjhax",2024-11-18,12:42:00,"N/A","Brigitte","Overwatch","Hashimoto Goon","Richard ","Comp",2024,"Nov","Mon",12,"42","Payload"
"Shambali Monastery",269,"FeaRJN",2023-09-16,15:47:00,"""you like that rock?"" ""damn it was 2 days ago? thought i saw you yesterday""","Sigma","Overwatch","Subjugator","Richard","Shambali, sigma, 2nd sighting 2024-07-10 Numbani, 3rd 2024-08-09 Junkertown, 4th 20230916, 5th 20241128",2023,"Sep","Sat",15,"47","Payload"
"Shambali Monastery",1113,"jayverse1108",2024-09-09,16:47:00,"""?""","Brigitte","Overwatch","Butcher","Richard","Skirmish",2024,"Sep","Mon",16,"47","Payload"
"Shambali Monastery",179,"JAYPG",2023-05-17,15:00:00,NA,"N/A","Overwatch","Netbreaker","Vixx","Shambali",2023,"May","Wed",15,"00","Payload"
"Shambali Monastery",234,"JAYJ",2023-07-11,16:16:00,NA,"N/A","Overwatch","Neogun","Sqweryl","Lootbox icon, Neogun",2023,"Jul","Tue",16,"16","Payload"
"Shambali Monastery",1215,"JayCastt",2024-11-07,13:10:00,"""noodles, no noodles""","Ramattra","Overwatch","Quirkless","Richard","quickplay hacked",2024,"Nov","Thu",13,"10","Payload"
"Shambali Monastery",1012,"ajc5505",2024-08-02,18:00:00,"N/A","Doomfist","Overwatch","N/A","Seb","Doomfist Parkour Custom Masquerade icon Endorsement 3 private profile",2024,"Aug","Fri",18,"00","Payload"
"Shambali Monastery",112,"JMT",2023-03-13,15:24:00,"""who you""","N/A","Overwatch","None","Richard","Was scared of me I think, left the game",2023,"Mar","Mon",15,"24","Payload"
"Shambali Monastery",219,"JSON[]",2023-06-17,15:28:00,NA,"N/A","Overwatch","None","Vixx","Shambali, no nametag",2023,"Jun","Sat",15,"28","Payload"
"Suravasa",364,"JayNozbrie",2023-11-06,18:41:00,"N/A","Kiriko","Overwatch","N/A","Seb","Trickster, 3v3, 2nd 2024-07-15 Suravasa, 3rd 2024-08-01 Runisapi",2023,"Nov","Mon",18,"41","Flashpoint"
"Suravasa",605,"Jfordrocks13",2024-01-04,11:39:00,"N/A","Zenyatta","Overwatch","N/A","Seb","Queue Skirmish",2024,"Jan","Thu",11,"39","Flashpoint"
"Suravasa",725,"MANCORJ",2024-02-13,12:46:00,"N/A","N/A","Overwatch","N/A","Richard","SPELLING UNCLEAR D.Va Silhouette icon Endorsement 3 Mitzi and Friends namecard Sigma main",2024,"Feb","Tue",12,"46","Flashpoint"
"Suravasa",1162,"Jskoly597",2024-09-19,15:53:00,"""Jacob"" ""Yes""","Tracer","Overwatch","Medic","Richard","Skrimish",2024,"Sep","Thu",15,"53","Flashpoint"
"Suravasa",774,"JFire",2024-03-08,15:31:00,"N/A","Winston","Overwatch","N/A","Mac","Plat",2024,"Mar","Fri",15,"31","Flashpoint"
"Suravasa",753,"jbeeney",2024-02-27,07:26:00,"N/A","Lúcio, Sigma, Mauga","Overwatch","Mercy's Angel","Seb","MH backfill same game as WingedBluJ For the Horde icon Endorsement 5 The Dead Hunger namecard private profile",2024,"Feb","Tue",7,"26","Flashpoint"
"Suravasa",752,"WingedBluJ",2024-02-27,07:26:00,"N/A","Zenyatta, Widowmaker, Sojourn","Overwatch","Crisis Survivor","Seb","MH Mauga Silhouette Endorsement 5 Mauga - Tier 2 namecard gold 2 Combined gold 3 Tank silver 4 Damage gold 2 Support",2024,"Feb","Tue",7,"26","Flashpoint"
"Suravasa",816,"Ljay",2024-04-01,14:00:00,"N/A","N/A","Overwatch","N/A","Vixx","Balanced QP",2024,"Apr","Mon",14,"00","Flashpoint"
"Suravasa",815,"EuphoniumJC",2024-04-01,14:00:00,"N/A","Lifeweaver","Overwatch","Disciple","Vixx","Balanced QP",2024,"Apr","Mon",14,"00","Flashpoint"
"Suravasa",456,"JXINL",2023-11-29,04:37:00,"""am i your friend???""","Cassidy","Overwatch","Barbarian","Seb","Custom game",2023,"Nov","Wed",4,"37","Flashpoint"
"Suravasa",539,"JFaDe",2023-12-19,12:54:00,"""if you aint the lead dog scenery never changes"" ""u bitcy wow"" ""i gave u a quote""","Soldier: 76","Overwatch","Master Role Challenger","Richard","",2023,"Dec","Tue",12,"54","Flashpoint"
"Suravasa",1144,"J3C024",2024-09-16,13:01:00,"N/A","Winston","Overwatch","None","Richard","Skirmish",2024,"Sep","Mon",13,"01","Flashpoint"
"Suravasa",278,"JDZENAB",2023-09-24,17:12:00,NA,"N/A","Overwatch","None","Seb","Suravasa, No nametag",2023,"Sep","Sun",17,"12","Flashpoint"
"Suravasa",1187,"jldmoney",2024-10-02,08:43:00,"N/A","Roadhog","Overwatch","None","Seb","Red Light Green Light Custom",2024,"Oct","Wed",8,"43","Flashpoint"
"Suravasa",407,"AJay",2023-11-20,17:37:00,"""if you change nothing then nothing changes"" ""damn I played with y'all last game and now i go against you?"" ""uhh maybe? idk"" ""ggs W team""","N/A","Overwatch","None","Richard","Suravasa, DPS, no name tag, 2nd 2024-05-20 Shambali Monastary",2023,"Nov","Mon",17,"37","Flashpoint"
"Suravasa",874,"Mockingjay",2024-05-12,18:04:00,"N/A","Lúcio, Ana","Overwatch","Mortal","Richard","QP",2024,"May","Sun",18,"04","Flashpoint"
"Suravasa",797,"JAYEPSTEIN",2024-03-25,09:55:00,"N/A","Mauga","Overwatch","N/A","Vixx","SPELLING UNCONFIRMED QP",2024,"Mar","Mon",9,"55","Flashpoint"
"Suravasa",709,"EHJ4Y",2024-02-05,17:20:00,"""uh""","N/A","Overwatch","Master Role Challenger","Richard","",2024,"Feb","Mon",17,"20","Flashpoint"
"Suravasa",889,"JAYSO",2024-05-26,11:20:00,"N/A","Junkrat","Overwatch","N/A","Mac","SPELLING UNCONFIRMED QP",2024,"May","Sun",11,"20","Flashpoint"
"Temple of Anubis",842,"cjb123yt",2024-04-20,18:42:00,"N/A","Widowmaker","Overwatch","Rebel","Seb","1 Dad 11 Kids Custom Cassidy icon Endorsement 3 Mount Malevento namecard",2024,"Apr","Sat",18,"42","Other"
"Temple of Anubis",1223,"JKiernal",2024-11-15,18:02:00,"""like the popcorn thing"" ""gg""","Mercy","Overwatch","None","Seb","OW Classic",2024,"Nov","Fri",18,"02","Other"
"Throne of Anubis",1136,"JRay",2024-09-15,11:43:00,"""?""","N/A","Overwatch","None","Richard","Skirmish",2024,"Sep","Sun",11,"43","Clash"
"Throne of Anubis",1089,"Jchen",2024-08-30,19:27:00,"""wat""","N/A","Overwatch","Hero of the Light","Richard","Clash",2024,"Aug","Fri",19,"27","Clash"
"Throne of Anubis",1181,"jsteezy",2024-09-26,14:23:00,"N/A","Ana","Overwatch","Peasant","Richard","Clash",2024,"Sep","Thu",14,"23","Clash"
"Throne of Anubis",1207,"StrawhatJD",2024-10-27,10:27:00,"""my name""","Mauga","Overwatch","Assassin","Richard","",2024,"Oct","Sun",10,"27","Clash"
"Volskaya Industries",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other"
"Watchpoint: Gibraltar",1135,"Ljrutled",2024-09-15,11:30:00,"""oh it means my last name and first name merged""","Sombra","Overwatch","Minion","Richard","Skirmish",2024,"Sep","Sun",11,"30","Payload"
"Watchpoint: Gibraltar",602,"IceJJFish",2024-01-03,18:31:00,"""what is happenign"" ""ok""","N/A","Overwatch","Genji's Peace","Richard","THE REAL ICEJJFISH MUSIC ICON HOLY CRAP",2024,"Jan","Wed",18,"31","Payload"
"Watchpoint: Gibraltar",664,"HMFJ",2024-01-19,08:25:00,"""youre built like roadhog""","Ashe, Junkrat","Overwatch","Stalwart Hero","Seb","QP From Beyond the Moon icon Endorsement 1 private profile",2024,"Jan","Fri",8,"25","Payload"
"Watchpoint: Gibraltar",860,"DarkJ001",2024-04-29,18:32:00,"N/A","Ashe","Overwatch","Assassin","Seb","MH Anniversary 2017 icon Endorsement 5 Nightfall Over Adlersbrunn namecard diamond 4 Damage plat 4 Support Soldier main",2024,"Apr","Mon",18,"32","Payload"
"Watchpoint: Gibraltar",375,"DiorJayNoel",2023-11-13,06:03:00,NA,"N/A","Overwatch","N/A","Seb","Deathmatch",2023,"Nov","Mon",6,"03","Payload"
"Watchpoint: Gibraltar",466,"CJ48K",2023-12-05,10:22:00,NA,"Mauga","Overwatch","Treasure Goblin","Josiad","Treasure Goblin, Mauga, Gibraltar",2023,"Dec","Tue",10,"22","Payload"
"Watchpoint: Gibraltar",1199,"PJTheHomie",2024-10-11,16:16:00,"""?""","Sombra","Overwatch","None","Richard","",2024,"Oct","Fri",16,"16","Payload"
"Watchpoint: Gibraltar",332,"Jayce",2023-10-20,15:43:00,"""r u ok""","Moira","Overwatch","None","Richard","Moira, Gibraltar, support no name tag",2023,"Oct","Fri",15,"43","Payload"
"Watchpoint: Gibraltar",971,"Jay",2024-07-04,16:23:00,"""what does this mean"" ""gotcha did you ask me a long survey or no"" ""yes love you guys fr"" ""i cant put jj so i put jay""","Winston","Overwatch","N/A","Vixx","Previously catalogued Jay (unsure which one) QP, 2nd sighting 2024-07-04 Paraiso",2024,"Jul","Thu",16,"23","Payload"
"Watchpoint: Gibraltar",303,"Jay168",2023-10-06,16:17:00,"""no"" ""lol"" ""true"" ""OW1 was better""","N/A","Overwatch","All-Star","Richard","Gibraltar, All-Star",2023,"Oct","Fri",16,"17","Payload"
"Watchpoint: Gibraltar",732,"Jceda2010",2024-02-16,07:14:00,"N/A","Rammatra","Overwatch","Master of Minotaurs","Seb","QP backfill Kittymari icon Endorsement 3 ANTIFRAGILE Kira-Kira namecard private profile",2024,"Feb","Fri",7,"14","Payload"
"Watchpoint: Gibraltar",896,"cAjwxjYv",2024-05-28,11:34:00,"N/A","Sojourn","Overwatch","N/A","Seb","500% Custom Shanghai Dragons icon Endorsement 1 Mirrorwatch Overwatch namecard private profile",2024,"May","Tue",11,"34","Payload"
"Watchpoint: Gibraltar",270,"JPXAOC",2023-09-18,13:54:00,NA,"N/A","Overwatch","Subjugator","Richard","Subjagator Gibraltor, 2nd 2024-03-03 Rialto ",2023,"Sep","Mon",13,"54","Payload"
"Workshop Chamber",292,"JSPARKS17",2023-09-30,13:41:00,NA,"Sombra","Overwatch","N/A","Richard","Found in custom game",2023,"Sep","Sat",13,"41","Other"
"Workshop Chamber",571,"Wanuajj",2023-12-28,10:17:00,"""END HIM MY CHILDREN""","Lifeweaver, Ana, Genji","Overwatch","All-Star","Seb","1 Dad 11 Kids custom game",2023,"Dec","Thu",10,"17","Other"
"Workshop Chamber",907,"mjn",2024-06-08,11:29:00,"""SEE LOOK WHAT HE GETS""","Sojourn","Overwatch","Hashimoto Goon","Seb","Tilted Jay 1 Dad 11 Kids Custom Clownmari icon Endorsement 3 Circus Tent namecard gold 1 Tank gold 4 Damage plat 5 Support Kiriko main",2024,"Jun","Sat",11,"29","Other"
"Workshop Chamber",768,"JT1",2024-03-04,02:51:00,"N/A","Mauga, Doomfist","Overwatch","Grandmaster Role Challenger","Seb","1 Dad 11 Kids Custom Black Metal icon Endorsement 3 Ana - Tier 3 namecard plat 1 Tank diamond 5 Damage diamond 3 Support",2024,"Mar","Mon",2,"51","Other"
"Workshop Chamber",736,"nnej",2024-02-18,03:29:00,"N/A","Cassidy","Overwatch","Demigod","Seb","Gun Game No CD Custom Cute Mercy icon Endorsement 4 Harbinger namecard private profile",2024,"Feb","Sun",3,"29","Other"
"Workshop Chamber",787,"fkjt",2024-03-19,03:32:00,"N/A","Doomfist","Overwatch","Nomad","Seb","1 Dad 11 Kids Custom Rainbow icon Endorsement 3 Synthwave namecard private profile",2024,"Mar","Tue",3,"32","Other"
"Workshop Chamber",765,"JK7",2024-03-03,11:05:00,"N/A","Zarya","Overwatch","N/A","Seb","Gun Game No CD Custom Overwatch Dark icon Endorsement 2 private profile",2024,"Mar","Sun",11,"05","Other"
"Workshop Chamber",1006,"Fj1x1 ",2024-07-30,07:43:00,"N/A","Venture","Overwatch","Sentai","Seb","Gun Game No CD Custom Junkrat Silhouette icon Endorsement 3 Junkrat - Tier 2 namecard private profile",2024,"Jul","Tue",7,"43","Other"
"Workshop Chamber",910,"Kjgizmo",2024-06-09,07:12:00,"N/A","Venture","Overwatch","N/A","Seb","1 Dad 11 Kids Custom Year of the Dragon 2024 icon Endorsement 2 Mirrorwatch Overwatch namecard private profile",2024,"Jun","Sun",7,"12","Other"
"Workshop Chamber",570,"Jey",2023-12-28,10:17:00,"N/A","Lifeweaver, Ana, Genji","Overwatch","Conqueror","Seb","1 Dad 11 Kids custom game",2023,"Dec","Thu",10,"17","Other"
"Workshop Chamber",767,"JMart",2024-03-04,02:51:00,"N/A","Mauga, Doomfist","Overwatch","Easy Prey","Seb","1 Dad 11 Kids Custom Halloween Terror 2016 icon Endorsement 5",2024,"Mar","Mon",2,"51","Other"
"Workshop Chamber",1045,"Thejstro",2024-08-12,04:50:00,"N/A","Venture","Overwatch","Overwatch Agent","Seb","1k Damage Custom Crimson Clown icon Endorsement 3 The Dead Hunger namecard private profile",2024,"Aug","Mon",4,"50","Other"
"Workshop Chamber",1208,"JCCLIP",2024-10-29,17:21:00,"N/A","N/A","Overwatch","None","Richard","11 kids vs 1 dad",2024,"Oct","Tue",17,"21","Other"
"Workshop Chamber",769,"GrosJCPorc",2024-03-04,02:54:00,"N/A","Kiriko","Overwatch","Noble","Seb","Gun Game no CD Custom Dragoon icon Endorsement 5 Mitzi and Friends namecard",2024,"Mar","Mon",2,"54","Other"
"Workshop Chamber",1193,"JCAMRENXD",2024-10-05,17:28:00,"N/A","N/A","Overwatch","Demigod","Richard","11 kids v 1 dad",2024,"Oct","Sat",17,"28","Other"
"Workshop Chamber",926,"JayLo13",2024-06-13,10:07:00,"N/A","Ashe","Overwatch","Doppelganger","Seb","1 Dad 11 Kids Custom Goldrat Endorsement 3 Longhorn namecard private profile",2024,"Jun","Thu",10,"07","Other"
"Workshop Chamber",1015,"JJCLARKE9MM",2024-08-02,05:30:00,"N/A","Reinhardt","Overwatch","Neogun","Seb","Gun Game No CD Custom Cassidy icon Endorsement 4 private profile",2024,"Aug","Fri",5,"30","Other"
"Workshop Chamber",1014,"StPedrosBJ",2024-08-02,18:51:00,"N/A","Rammatra","Overwatch","N/A","Seb","Gun Game No CD Custom Overwatch Dark icon Endorsement 4 private profile",2024,"Aug","Fri",18,"51","Other"
"Workshop Chamber",764,"DANKJAY",2024-03-03,10:54:00,"N/A","N/A","Overwatch","All-Star","Seb","Gun Game No CD Custom Divine Kunai icon Endorsement 3 Synthwave namecard plat 3 Damage Support",2024,"Mar","Sun",10,"54","Other"
"Workshop Chamber",799,"Jbee100",2024-03-26,15:02:00,"N/A","Reinhardt","Overwatch","Mischievous Fox","Richard","4v4 Nano Custom ",2024,"Mar","Tue",15,"02","Other"
"Workshop Chamber",676,"JJFlash",2024-01-26,06:32:00,"N/A","Rammatra","Overwatch","Nomad","Seb","Gun Game custom Wreckimari icon Endorsement 3 Mitzi and Friends namecard private profile",2024,"Jan","Fri",6,"32","Other"
