"ID","Username","Date","Time","Quote","Hero","Game","Map","Player.Title","Spotted.by","Notes","Year","Month","Day","Hour","Minute"
1056,"Timelessj",2024-08-15,07:35:00,"""What just happened?!"" ""Hulk-Thing Fist Bump""","SHIELD Agent","Marvel Snap","Danger Room","POOF! No More Head Wound","Seb","Conquest Silver On Reveal deck loser",2024,"Aug","Thu",7,"35"
1057,"JayKay",2024-08-15,10:02:00,"""Hello!"" ""Ms. Marvel Thumbs Up""","Deadpool PANDART","Marvel Snap","Warrior Falls","Who Writes This Garbage?","Seb","Ladder On Reveal deck winner",2024,"Aug","Thu",10,"02"
1058,"Jdeatownia",2024-08-15,12:09:00,"N/A","Aero","Marvel Snap","Titan","None","Seb","Ladder Destroy deck loser",2024,"Aug","Thu",12,"09"
1059,"UltraJJABMan",2024-08-15,14:31:00,"""Old Jonesy gg""","Bunked Jonesy (Aged)","Fortnite","BB City","None","Seb","Venture Resupply",2024,"Aug","Thu",14,"31"
1060,"Jaydarrk",2024-08-16,18:46:00,"""Hello!"" ""Hulk-Thing Fist Bump""","Shang-Chi","Marvel Snap","Asteroid M","None","Seb","Ladder Discard deck loser",2024,"Aug","Fri",18,"46"
1061,"Ajbros_07",2024-08-16,04:30:00,"N/A","Gwenpool","Fortnite","C5S4 BR Island","None","Seb","Zero Build Solo",2024,"Aug","Fri",4,"30"
1062,"DJGamer0302",2024-08-16,11:34:00,"N/A","Poised Playmaker (Fortnite)","Fortnite","C5S4 BR Island","None","Seb","Zero Build Duos",2024,"Aug","Fri",11,"34"
1063,"SB_Jayden",2024-08-16,16:58:00,"N/A","Gwenpool","Fortnite","C5S4 BR Island","None","Seb","Zero Build Duos",2024,"Aug","Fri",16,"58"
1064,"JMacm",2024-08-17,18:16:00,"N/A","Roadhog","Overwatch","Ilios Well","None","Seb","12 Hogs 1 Hole Custom Reaper icon Endorsement 1 private profile",2024,"Aug","Sat",18,"16"
1065,"Cjsuth",2024-08-17,06:33:00,"N/A","SHIELD Agent","Marvel Snap","The Nexus","I Just Wiccant","Seb","Ladder Mover deck lost, 2nd 2024-08-26 Stark Tower",2024,"Aug","Sat",6,"33"
1066,"J",2024-08-17,06:57:00,"N/A","Medusa","Marvel Snap","Kamar-Taj","None","Seb","Ladder escaped turn 1",2024,"Aug","Sat",6,"57"
1067,"RuthlessJJ",2024-08-17,13:50:00,"N/A","N/A","Overwatch","Havana","None","Richard","QP Top 500 icon Endorsement 3 Strawberry Shortcake namecard Junkrat main",2024,"Aug","Sat",13,"50"
1068,"XxxThatCJxxX",2024-08-19,07:54:00,"N/A","Odyssey","Fortnite","C5S4 BR Island","None","Seb","Comp Zero Build Solo Gold 3",2024,"Aug","Mon",7,"54"
1069,"oreojj",2024-08-19,11:36:00,"""golden easy""","N/A","Overwatch","Paris","Butcher","Seb","Queue Skirmish Anniversary 2017 icon Endorsement 4 Golden Dragon namecard private profile",2024,"Aug","Mon",11,"36"
1070,"Hayabusa2JZ",2024-08-19,11:56:00,"N/A","Wrecking Ball, Doomfist","Overwatch","Nepal","Final Boss","Seb","QP Submarine icon Endorsement 5 Junkertown Ninja namecard private profile",2024,"Aug","Mon",11,"56"
1071,"mat10tj",2024-08-19,12:13:00,"N/A","Lúcio, Ana, Moira","Overwatch","Antarctic Peninsula ","Netbreaker","Seb","QP Ramattra icon Endorsement 3 Trident namecard Ana main",2024,"Aug","Mon",12,"13"
1072,"JFenixLozada",2024-08-19,15:41:00,"""trash cassie"" ""lex what a pus sy""","Skye","Paladins","Jaguar Falls","Always Fails Saving Throws","Vixx","Siege",2024,"Aug","Mon",15,"41"
1073,"JGOTBOOTY23",2024-08-19,15:41:00,"N/A","Ying","Paladins","Jaguar Falls","Star Sister","Vixx","Siege",2024,"Aug","Mon",15,"41"
1074,"JBMaxlen",2024-08-19,16:11:00,"N/A","Bichota Season Karol G","Fortnite","C5S4 Battle Stage","None","Seb","Fortnite Festival Battle Stage Oki Doki Drums",2024,"Aug","Mon",16,"11"
1075,"JRod",2024-08-19,16:42:00,"""real gs move in silence like lasagna"" ""found the real gs""","Sigma","Overwatch","King's Row","World Eater","Seb","QP Queeniversary icon Endorsement 3 Amaterasu namecard plat 3 Tank Damage diamond 3 Support Ana main",2024,"Aug","Mon",16,"42"
1076,"KroNuxJ22",2024-08-20,06:28:00,"""antman skin in the shop""","X-Force Deadpool (Mask Off)","Fortnite","BB Thunder Route 99","None","Seb","Eliminate and Collect Venture",2024,"Aug","Tue",6,"28"
1077,"Jroll",2024-08-21,05:13:00,"N/A","Spider-Man","Marvel Snap","Monster Metropolis","None","Seb","Ladder Ongoing deck lost",2024,"Aug","Wed",5,"13"
1078,"Jsplashboi",2024-08-22,15:52:00,"N/A","Bomb King","Paladins","Dawnforge","Can Totally Swim","Vixx","Siege",2024,"Aug","Thu",15,"52"
1079,"jskubski",2024-08-22,15:52:00,"N/A","Kasumi","Paladins","Dawnforge","Has Seen Some Things","Vixx","Siege",2024,"Aug","Thu",15,"52"
1080,"JMo",2024-08-24,03:35:00,"N/A","Aero","Marvel Snap","Strange Academy","I Just Wiccant","Seb","Ladder Move deck lost",2024,"Aug","Sat",3,"35"
1081,"TabbyJ",2024-08-24,13:23:00,"N/A","Tracer","Overwatch","Shambali Monastary","Trickster","Richard","QP Diving icon Endorsement 5 Cassia namecard Ana main",2024,"Aug","Sat",13,"23"
1082,"lxjdn",2024-08-24,16:59:00,"N/A","Siren","Fortnite","C5S4 BR Island","None","Seb","Comp Zero Build Solo Plat 1",2024,"Aug","Sat",16,"59"
1083,"WhoKilledJay",2024-08-26,18:02:00,"""huh""","N/A","Overwatch","Dorado","Minon","Seb","Comp DPS placements",2024,"Aug","Mon",18,"02"
1084,"Baby_Boi_J",2024-08-28,07:48:00,"N/A","Thor (Mateus Manhanini)","Marvel Snap","Hotel Inferno","Bigger Hawkeye Fan Than You","Seb","Ongoing Deck won ",2024,"Aug","Wed",7,"48"
1085,"JP",2024-08-28,07:49:00,"N/A","Miles Morales Spider-Man","Marvel Snap","Baxter Building","It's Jeff, Not Geff","Seb","Conquest Gold Spider-Move deck lost",2024,"Aug","Wed",7,"49"
1086,"Jayrome",2024-08-28,07:52:00,"N/A","Ant-Man","Marvel Snap","Muir Island","Of The Year","Seb","Ladder Ongoing deck lost",2024,"Aug","Wed",7,"52"
1087,"JKSmitty",2024-08-30,19:04:00,"""GG""","Mei, Reaper","Overwatch","King's Row","Streetrunner","Seb","Comp Loot Box icon Endorsement 3 Cyber Demon namecard private profile",2024,"Aug","Fri",19,"04"
1088,"jdmerritt",2024-08-30,19:18:00,"N/A","Moira","Overwatch","New Junk City","None","Seb","Comp Founder icon Endorsement 3 Dorothy's Adventure namecard private profile",2024,"Aug","Fri",19,"18"
1089,"Jchen",2024-08-30,19:27:00,"""wat""","N/A","Overwatch","Throne of Anubis","Hero of the Light","Richard","Clash",2024,"Aug","Fri",19,"27"
1090,"JVP",2024-08-30,09:44:00,"""*Thumbs up!*""","Venom","Marvel Snap","Avengers Compound","I Got Dem Variants","Seb","Conquest Proving grounds Wong Reveal deck won",2024,"Aug","Fri",9,"44"
1091,"$toneyJDaemøn",2024-08-31,19:31:00,"""Oopsie Daisy"" ""Ms. Marvel Thumbs Up"" ""Hulk-Thing Fist Bump""","Jeff the Baby Land Shark (Dan Hipp)","Marvel Snap","Central Park","None","Seb","Conquest Silver Collector deck lost",2024,"Aug","Sat",19,"31"
1092,"JFK Du Qc",2024-08-31,04:31:00,"N/A","Winter Bushranger","Fortnite","C5S4 BR Island","None","Seb","Comp Zero Build Solo Plat 1",2024,"Aug","Sat",4,"31"
1093,"WARUJ",2024-08-31,08:22:00,"N/A","Cassidy, Venture","Overwatch","Rialto","Nomad","Richard","SPELLING UNCONFIRMED QP Dr. Ziegler icon Endorsement 3 Llama Pajamas namecard private profile",2024,"Aug","Sat",8,"22"
1094,"jpeg2thehead",2024-09-01,18:29:00,"N/A","Wrecking Ball","Overwatch","Havana","Philosopher","Richard","Comp Ein icon Endorsement 3 Mari Friends namecard Ball main",2024,"Sep","Sun",18,"29"
1095,"jaydenboii13",2024-09-01,09:38:00,"N/A","Backlash","Fortnite","C5S4 BR Island","None","Seb","Comp Zero Build Plat 3",2024,"Sep","Sun",9,"38"
1096,"MMJFROM85",2024-09-01,10:41:00,"N/A","McGinnis","Deadlock","N/A","None","Vixx","FIRST DEADLOCK JAY WOOOOO",2024,"Sep","Sun",10,"41"
1097,"J-Hulk",2024-09-02,20:17:00,"N/A","SHIELD Agent","Marvel Snap","The Ice Box","None","Seb","Ladder Wong Reveal deck lost",2024,"Sep","Mon",20,"17"
1098,"jc501",2024-09-02,10:38:00,"N/A","Captain America (Chris Samnee)","Marvel Snap","Crown City","None","Seb","Ladder Collector deck retreated turn 6",2024,"Sep","Mon",10,"38"
1099,"Jmaz",2024-09-02,13:39:00,"N/A","Headpool","Marvel Snap","Nidavellir","Poof! No More Head Wound","Seb","Ladder Destroy deck retreated turn 3 ",2024,"Sep","Mon",13,"39"
1100,"D5pmmj",2024-09-02,17:08:00,"""u ******""","Baptiste","Overwatch","Colosseo","Neogun","Seb","QP Mexico icon Endorsement 3 Mitzi and Friends namecard plat 5 Tank gold 1 Support Sigma main",2024,"Sep","Mon",17,"08"
1101,"Bigten_NJ",2024-09-03,04:10:00,"N/A","Rick Grimes","Fortnite","C5S4 BR Island","None","Seb","Comp Zero Build Solo Plat 2",2024,"Sep","Tue",4,"10"
1102,"crypticjay",2024-09-05,13:39:00,"N/A","Imani","Paladins","Snowfall Junction","Has Mythical Munchies","Vixx","Onslaught",2024,"Sep","Thu",13,"39"
1103,"JKarllzZZ",2024-09-05,13:49:00,"N/A","Skye","Paladins","Brightmarsh","Here for the Violence and Vibes","Vixx","Siege",2024,"Sep","Thu",13,"49"
1104,"godjayce1235",2024-09-06,03:44:00,"N/A","Doom","Fortnite","C5S4 BR Island","None","Seb","Comp BR Solo Plat 1",2024,"Sep","Fri",3,"44"
1105,"JQuibs",2024-09-06,07:37:00,"""Hello!""","Cassandra Nova","Marvel Snap","Taco Truck","Jeffnado","Seb","Conquest Proving Grounds Sandman Reveal deck lost, 2nd 2024-09-06 Deep Space",2024,"Sep","Fri",7,"37"
1106,"Dellanj",2024-09-06,11:08:00,"N/A","Killmonger","Marvel Snap","Subterranea","None","Seb","Ladder Angela Bishop deck won",2024,"Sep","Fri",11,"08"
1107,"AJ",2024-09-06,17:00:00,"N/A","Silk Baby","Marvel Snap","Sewer System","Spider Society Dropout","Seb","Ladder Wong Reveal deck lost",2024,"Sep","Fri",17,"00"
1108,"IceTreyJ",2024-09-06,08:20:00,"N/A","Tiberius","Paladins","Stonekeep (classic)","Servant of the Unknown","Vixx","Siege",2024,"Sep","Fri",8,"20"
1109,"Jsland27",2024-09-08,11:11:00,"N/A","Nisha","Fortnite","C5S4 BR Island","None","Seb","Comp Zero Build Diamond 1",2024,"Sep","Sun",11,"11"
1110,"FNCS_RJ4O5P",2024-09-09,05:00:00,"N/A","Default","Fortnite","C5S4 BR Island","None","Seb","Comp BR Solo Diamond 3",2024,"Sep","Mon",5,"00"
1111,"UltimateJ",2024-09-09,14:48:00,"N/A","Furia","Paladins","Ascension Peak","Has Mythical Munchies","Vixx","Onslaught",2024,"Sep","Mon",14,"48"
1112,"jjacket",2024-09-09,16:29:00,"""yo""","Juno","Overwatch","Ilios","Rogue","Richard","QP",2024,"Sep","Mon",16,"29"
1113,"jayverse1108",2024-09-09,16:47:00,"""?""","Brigitte","Overwatch","Shambali Monastary","Butcher","Richard","Skirmish",2024,"Sep","Mon",16,"47"
1114,"Jpcort",2024-09-09,16:49:00,"N/A","Wolverine","Fortnite","Canny Valley Ghost Town","None","Seb","Fight Category 3 Storm V-bucks",2024,"Sep","Mon",16,"49"
1115,"JooJaekyung",2024-09-10,04:12:00,"N/A","D.Va ","Overwatch","Eichenwalde","Knight","Seb","Skirmish OWWC KOR icon Endorsement 5 Queen Cobra namecard silver 3 Support Lifeweaver main",2024,"Sep","Tue",4,"12"
1116,"Jxrdunnttv",2024-09-10,11:54:00,"N/A","Widowmaker","Overwatch","Midtown","None","Vixx","QP",2024,"Sep","Tue",11,"54"
1117,"cjpkent",2024-09-10,11:54:00,"N/A","Lúcio,Ana, Mercy","Overwatch","Midtown","Gold Support","Vixx","Tbagger Jay QP Gay Pride icon Mercy - Tier 3 namecard",2024,"Sep","Tue",11,"54"
1118,"Jayro",2024-09-10,12:31:00,"N/A","Widowmaker","Overwatch","Oasis","Decepticon Gladiator","Vixx","Backfill Jay QP",2024,"Sep","Tue",12,"31"
1119,"MaddoJay",2024-09-10,14:50:00,"""no"" ""wink"" ""it wasnt"" ""JAYDEX THIS"" ""JAYS BE LIKE GO JAYS""","Juno","Overwatch","Nepal","None","Seb","Sore winner Jay QP Victorian Hat icon Endorsement 2 Strawberry Shortcake namecard private profile",2024,"Sep","Tue",14,"50"
1120,"rjw",2024-09-11,10:03:00,"N/A","Echo","Overwatch","Numbani","Nomad","Vixx","QP Season 1 Competitor icon Hammond's Wish namecard",2024,"Sep","Wed",10,"03"
1121,"JayB",2024-09-11,12:17:00,"N/A","Sombra","Overwatch","Esperança","Eldritch Nightmare","Vixx","QP Anniversary 2017 icon Genos - Genji namecard",2024,"Sep","Wed",12,"17"
1122,"jms1544",2024-09-11,14:07:00,"N/A","Grimey","Fortnite","C5S4 BR Island","None","Seb","Zero Build Trios",2024,"Sep","Wed",14,"07"
1123,"JDgamerVET",2024-09-12,15:18:00,"N/A","N/A","Overwatch","Numbani","Nomad","Richard","Skirmish",2024,"Sep","Thu",15,"18"
1124,"J_kendi",2024-09-13,04:03:00,"""Snap?"" ""Ms. Marvel Thumbs Up"" ","Baby Thor","Marvel Snap","Asgard","Built Like a Truck","Seb","Conquest Silver Sandman deck lost",2024,"Sep","Fri",4,"03"
1125,"DJDropADeuce",2024-09-13,09:56:00,"N/A","Zarya ","Overwatch","Colosseo","Cosmic Being","Seb","HOLY FUCK THREE JAYS IN ONE GAME",2024,"Sep","Fri",9,"56"
1126,"PorcupinePĴs",2024-09-13,10:06:00,"""hand banana""","Zenyatta","Overwatch","Havana","Trickster","Seb","left right before we won",2024,"Sep","Fri",10,"06"
1127,"jflo",2024-09-13,11:35:00,"N/A","Quake (Jamal Campbell)","Marvel Snap","Death's Domain","POOF! No More Head Wound","Seb","Ladder Destroy deck lost 8 cubes",2024,"Sep","Fri",11,"35"
1122,"Jnasty",2024-09-14,07:55:00,"N/A","Doctor Doom","Marvel Snap","Destroyed Mansion","Card Shark","Seb","Unknown if previous Jnasty, Doctor Doom Reveal deck won",2024,"Sep","Sat",7,"55"
1129,"JK47",2024-09-14,09:18:00,"""2nd time this week somebody says they recognize me on THIS map""","Rammatra","Overwatch","Colosseo","Legendary Beast","Richard","Was confused; Rank 53 mystery heroes",2024,"Sep","Sat",9,"18"
1130,"Jae",2024-09-14,15:36:00,"""naw""","Genji","Overwatch","N/A","Kaiju","Richard","Unique Jae Moon Insignia icon Endorsement 4 Ana - Tier 3 namecard",2024,"Sep","Sat",15,"36"
1131,"Jaelert",2024-09-14,17:59:00,"""pardon"" ""WHAT???""","Juno","Overwatch","New Queen Street","Kaiju","Richard","Skirmish",2024,"Sep","Sat",17,"59"
1132,"oJayGo",2024-09-15,07:05:00,"""ORISA?"" ""Sebbo is chunking heals up your rears lol"" ""yes no problem""","Doomfist","Overwatch","Shambali Monastary","None","Seb","Nice Jay QP Anubis Reaper icon Endorsement 2 Oni Ana namecard private profile",2024,"Sep","Sun",7,"05"
1133,"Aceacejay",2024-09-15,10:16:00,"""yer""","Cassidy","Overwatch","Junkertown","Chaos Bringer","Richard","Skirmish, private profile",2024,"Sep","Sun",10,"16"
1134,"jayalab0ss",2024-09-15,10:25:00,"""Do I know you?""","Torbjorn","Overwatch","Château Guillard","None","Richard","Deathmatch, private profile, cat pfp.",2024,"Sep","Sun",10,"25"
1135,"Ljrutled",2024-09-15,11:30:00,"""oh it means my last name and first name merged""","Sombra","Overwatch","Gibraltar","Minion","Richard","Skirmish",2024,"Sep","Sun",11,"30"
1136,"JRay",2024-09-15,11:43:00,"""?""","N/A","Overwatch","Throne of Anubis","None","Richard","Skirmish",2024,"Sep","Sun",11,"43"
1137,"jts",2024-09-15,14:16:00,"""lil bro who are you""","Juno","Overwatch","King's Row","Behemoth","Richard","Skirmish",2024,"Sep","Sun",14,"16"
1138,"J9MEDIA",2024-09-15,15:02:00,"N/A","N/A","Overwatch","Oasis","None","Richard","Skirmish",2024,"Sep","Sun",15,"02"
1139,"Jaygames1234",2024-09-15,15:22:00,"N/A","N/A","Overwatch","Hollywood","Nomad","Richard","Skirmish You Are Not Prepared icon Endorsement 4 Celestial namecard private profile",2024,"Sep","Sun",15,"22"
1140,"jlcastro30",2024-09-15,16:12:00,"N/A","Kratos","Fortnite","Stonewood City","None","Seb","Fight the Storm v-bucks",2024,"Sep","Sun",16,"12"
1141,"jjaime49",2024-09-15,16:33:00,"N/A","Black Panther Shuri","Fortnite","Stonewood City","None","Seb","Fight the Storm v-bucks",2024,"Sep","Sun",16,"33"
1142,"ALPHANINJA_DJ",2024-09-15,16:35:00,"""My bad""","Deadpool (Pen & Ink)","Fortnite","Stonewood City","None","Seb","Fight the Storm v-bucks",2024,"Sep","Sun",16,"35"
1143,"jmachine",2024-09-16,11:34:00,"N/A","Widowmaker","Overwatch","Rialto","None","Richard","Skirmish, private profile",2024,"Sep","Mon",11,"34"
1144,"J3C024",2024-09-16,13:01:00,"N/A","Winston","Overwatch","Suravasa","None","Richard","Skirmish",2024,"Sep","Mon",13,"01"
1145,"LuckyLilJay",2024-09-16,16:13:00,"N/A","Vora","Paladins","Shattered Desert","The Shattered Goddess","Vixx","Seige",2024,"Sep","Mon",16,"13"
1146,"TjHutch10",2024-09-16,16:25:00,"N/A","Viktor","Paladins","Splitstone Quarry","Ruler of the Sandcastle","Vixx","Seige",2024,"Sep","Mon",16,"25"
1147,"Jaynautius",2024-09-16,16:45:00,"N/A","Cassidy","Overwatch","Samoa","Treasure Goblin","Richard","3x jay spotting",2024,"Sep","Mon",16,"45"
1148,"JPjehuty",2024-09-16,16:45:00,"N/A","N/A","Overwatch","Paraiso","Kaiju","Richard","Lvl 4 endorsement, lvl 1094, skirmish",2024,"Sep","Mon",16,"45"
1149,"TheGuyJP",2024-09-16,16:49:00,"N/A","Buck","Paladins","Frog Isle","The Master Mechanic","Vixx","Seige",2024,"Sep","Mon",16,"49"
1150,"ZmjjKK",2024-09-16,17:03:00,"N/A","Soldier","Overwatch","Malevento","None","Richard","Private profile, deathmatch",2024,"Sep","Mon",17,"03"
1151,"JVN",2024-09-16,17:23:00,"""5"" ""minimum""","Tracer","Overwatch","Runasapi","Extraterrestrial","Richard","Skirmish, lvl 423",2024,"Sep","Mon",17,"23"
1152,"Jjodi",2024-09-16,17:41:00,"""hellohello""","Widowmaker","Overwatch","Runasapi","Streetrunner","Richard","sweaty game",2024,"Sep","Mon",17,"41"
1153,"lolJay2068",2024-09-17,14:50:00,"N/A","Skye","Paladins","Warder's Gate","The Shattered Goddess","verdantJay","Seige",2024,"Sep","Tue",14,"50"
1154,"jayzeebros",2024-09-17,15:48:00,"N/A","Koga","Paladins","Timber Mill","Holier than you","Vixx","Seige",2024,"Sep","Tue",15,"48"
1155,"jay",2024-09-18,12:35:00,"N/A","N/A","Overwatch","Shambali Monastary","None","Richard","Fresh account, lvl 15, cassidy player",2024,"Sep","Wed",12,"35"
1156,"jdisan",2024-09-18,17:42:00,"N/A","Lex","Paladins","Dawnforge","Lives happily ever after","Vixx","Seige",2024,"Sep","Wed",17,"42"
1157,"CJFox",2024-09-19,11:52:00,"""tank is mad"" ""bro what are you on lmao"" ""bro talking to the wind"" ""bro what are you even talking about lmao"" ""gg tank canyon""","Illari","Overwatch","New Junk City","Mischievous Fox","Vixx","He was kinda toxic",2024,"Sep","Thu",11,"52"
1158,"jpdubbbs",2024-09-19,15:16:00,"N/A","Cassidy","Overwatch","Malevento","None","Richard","Endorsement level 3 private profile",2024,"Sep","Thu",15,"16"
1159,"mjman3372",2024-09-19,15:26:00,"""huh""","Hanzo","Overwatch","Château Guillard","City Razer","Richard","Lvl 5 endorsement private profile",2024,"Sep","Thu",15,"26"
1160,"jjgb007",2024-09-19,15:28:00,"N/A","Lifeweaver","Overwatch","Château Guillard","Assassin","Richard","Lvl 4 endorsement, private profile",2024,"Sep","Thu",15,"28"
1161,"JTHE",2024-09-19,15:35:00,"N/A","Genji","Overwatch","Route 66","Angel of Vengeance","Richard","Skirmish, level 5 endorsement, brig player, level 568",2024,"Sep","Thu",15,"35"
1162,"Jskoly597",2024-09-19,15:53:00,"""Jacob"" ""Yes""","Tracer","Overwatch","Suravasa","Medic","Richard","Skrimish",2024,"Sep","Thu",15,"53"
1163,"JKril1ex",2024-09-19,15:55:00,"""wut""","Juno","Overwatch","Paraiso","None","Richard","Skirmish",2024,"Sep","Thu",15,"55"
1164,"JPULTRA99",2024-09-19,15:58:00,"""Yes""","Tracer","Overwatch","Junkertown","None","Richard","Skirmish, lvl 4 endorsement, winston pfp",2024,"Sep","Thu",15,"58"
1165,"Mjbravo",2024-09-19,16:01:00,"N/A","N/A","Overwatch","Kanezaka","N/A","Richard","Skirmish",2024,"Sep","Thu",16,"01"
1166,"Manlikesuj",2024-09-19,16:00:00,"N/A","Lian","Paladins","Stonekeep (classic)","Terrorizes peasants","Vixx","Siege",2024,"Sep","Thu",16,"00"
1167,"JTA",2024-09-19,17:29:00,"N/A","N/A","Overwatch","Paraiso","Eldritch Nightmare","Richard","DPS",2024,"Sep","Thu",17,"29"
1168,"MRJ03",2024-09-19,17:29:00,"""Do I know you?""","Sojourn","Overwatch","Paraiso","Bounty Hunter","Richard","DPS, respot 20241001",2024,"Sep","Thu",17,"29"
1169,"CJsmoothies",2024-09-21,15:36:00,"N/A","Baptiste","Overwatch","Rialto","None","Richard","Skirmish",2024,"Sep","Sat",15,"36"
1170,"JManuel02",2024-09-21,16:36:00,"N/A","Tyra","Paladins","Shattered Desert","The Salty","Vixx","Siege",2024,"Sep","Sat",16,"36"
1171,"AlohaJae",2024-09-22,16:46:00,"""uh for what""","Widowmaker","Overwatch","Château Guillard","None","Despair","Deathmatch",2024,"Sep","Sun",16,"46"
1172,"wjsnsummer",2024-09-22,16:58:00,"N/A","Lian","Paladins","Fish Market","Princess of House Aico","Vixx","Siege",2024,"Sep","Sun",16,"58"
1173,"adrianjcool",2024-09-23,17:10:00,"""At the end of the day it is night"" ""Sometimes you close your eyes and can't see""","Mauga","Overwatch","Hanaoka","Master Open Challenger","Richard","Competitive open queue",2024,"Sep","Mon",17,"10"
1174,"HJDESTROYER7",2024-09-23,17:20:00,"N/A","Lucio","Overwatch","Runasapi","Unrelenting Hero","Richard","Competitive open queue",2024,"Sep","Mon",17,"20"
1175,"Jlim",2024-09-23,17:24:00,"""hey hey""","N/A","Overwatch","Midtown","Argonaut","Richard","Competitive open queue",2024,"Sep","Mon",17,"24"
1176,"Jnotcho",2024-09-25,19:00:00,"N/A","","Marvel Snap","","","Seb","",2024,"Sep","Wed",19,"00"
1177,"santosjpeg",2024-09-25,16:25:00,"N/A","D.VA","Overwatch","Colosseo","N/A","Richard","Skirmish",2024,"Sep","Wed",16,"25"
1178,"Mr_JayHatter",2024-09-25,16:26:00,"N/A","Sha Lin","Paladins","Stone Keep (Night)","The Shattered Goddess","verdantJay","Siege",2024,"Sep","Wed",16,"26"
1179,"JZoolas",2024-09-25,17:37:00,"N/A","N/A","Overwatch","Esperanca","None","Richard","Skirmish",2024,"Sep","Wed",17,"37"
1180,"ljpluigi",2024-09-26,18:13:00,"N/A","Mal'Damba","Paladins","Bright Marsh","We're So Buck","verdantJay","Siege",2024,"Sep","Thu",18,"13"
1181,"jsteezy",2024-09-26,14:23:00,"N/A","Ana","Overwatch","Throne of Anubis","Peasant","Richard","Clash",2024,"Sep","Thu",14,"23"
1182,"SEANJTK8",2024-09-26,14:31:00,"""yo""","Lucio","Overwatch","Lijiang Tower","Hero of the Light","Richard","with 9in1shampoo",2024,"Sep","Thu",14,"31"
1183,"Jayman",2024-09-26,15:41:00,"N/A","Soldier","Overwatch","Samoa","None","Richard","Skirmish",2024,"Sep","Thu",15,"41"
1184,"SSJ",2024-09-27,12:07:00,"N/A","","Marvel Snap","","","Seb","",2024,"Sep","Fri",12,"07"
1185,"luvjx",2024-09-28,17:12:00,"N/A","Echo,Bastion","Overwatch","Antarctic Peninsula","Medic","Seb","Comp",2024,"Sep","Sat",17,"12"
